key,article,place_kind,pref,muni,origin_pref,origin_muni,origin_basis,origin_sentence,local_pref,local_muni,local_sentence,coord,pageviews_month,muni_basis,muni_sentence,muni_shop,origin_verdict,origin_verdict_sentence
辛子明太子,辛子明太子,発祥地,福岡県,,福岡県,,都道府県のみ,辛子明太子（からしめんたいこ）は、スケトウダラの卵巣（鱈子・たらこ）を塩漬け熟成し、塩抜き後に唐辛子、昆布、砂糖、醤油などからなる調味液に漬け込んで発酵させた惣菜である。,,,,"osm(県庁所在地:福岡市,node:1932338735)",3250,,,,発祥がわかる,ふくやの川原俊夫が若いころに釜山で食べた明卵漬の記憶を基に、「明卵漬」「まぶし形」を戦後にそのまま売ろうとしたが、日本人には辛すぎて売れず、調味液を白砂糖や黒砂糖、角砂糖、ザラメ、蜂蜜など出来る限りの甘味を加えたり、酒やかつおぶしや昆布の出汁でうま味やコクも加えたりするなど試行錯誤をし、「辛子明太子」を開発した。
サンマーメン,サンマーメン,発祥地,神奈川県,横浜市,神奈川県,横浜市,発祥を述べる文,サンマーメン（サンマー麺、生馬麺、生碼麺）は、モヤシなどの野菜や豚肉といった具材を炒めてとろみをつけたあんかけをのせる、神奈川県横浜市発祥のご当地ラーメンである。,,,,"osm(横浜中華街,way:445258887)",3186,発祥店のある地区(横浜中華街),第二次世界大戦前、横浜中華街の聘珍樓で御品書にあったほか（後述）、「かながわサンマー麺の会」によると中華料理店の賄い料理として、とろみを付けた肉そばが食べられていた。,聘珍樓,発祥がわかる,生碼麺（サンマー麺）の由来については、1930年（昭和5年）に聘珍樓の当時の料理長が考案した麺料理で、それを裏付けるように昭和初期の聘珍樓の御品書には既に「生碼麺」の掲載がある。
ババヘラ,ババヘラ,発祥地,秋田県,,秋田県,,都道府県のみ,+ ババヘラ主な地域秋田県全域発案時期1950年頃?発案店（発案者）進藤冷菓/児玉冷菓（異説もあり）ババヘラは、主に日本の秋田県で露天販売されている氷菓の一種、およびその販売形態。,,,,"osm(県庁所在地:秋田市,node:752195639)",3120,,,,発祥がわかる,一説には1948年（昭和23年）に児玉冷菓創業者の児玉正吉が、冷凍機を導入してアイスキャンデー屋を開業し、「悪くなる前に売り切る術に長けている」魚屋に委託して行商を始めたのが起源とされるババヘラ伝説 48-52。
山賊焼,山賊焼,ご当地,長野県,松本市,山口県,,都道府県のみ,山賊焼（山賊焼き）    Sanzoku yaki (cropped).jpg  山口・いろり山賊の「山賊焼」    日本  長野県中信地方 / 山口県岩国市  日本料理        焼き物 / 揚げ物    鶏肉    新子焼き山賊焼（さんぞくやき、「山賊焼き」とも表記）は、日本の鶏肉、特に鶏もも肉を用いたご当地グルメ。,長野県,松本市,長野県中信地方（塩尻市・松本市等）を中心に食べられる揚げ物。,"osm(place=city,node:470328639)",3054,,,,発祥がわかる,名前の由来は、塩尻市の居酒屋「山賊」が発祥。
冷やしラーメン,冷やしラーメン,発祥地,山形県,山形市,山形県,山形市,都道府県のみ,日本各地の冷やしラーメン山形県山形県山形市本町のラーメン店「栄屋本店」の初代店主が、夏に冷たいラーメンを食べたいという常連客の要望で開発を始め、試行錯誤の末、1年かけて1952年に完成させたp7 Suzie。,福島県,会津坂下町,2024年、新潟県と福島県を結ぶ国道289号「八十里越」の開通に向け長岡市と会津坂下町が互いの魅力を発信しようと、両地域のご当地グルメである冷やしラーメンを食べ比べるイベントが道の駅R290とちおで開催された。,"osm(place=city,node:752206840)",2970,本文の読み直し,山形県山形市本町のラーメン店「栄屋本店」の初代店主が、夏に冷たいラーメンを食べたいという常連客の要望で開発を始め、試行錯誤の末、1年かけて1952年に完成させたp7 Suzie。,,発祥がわかる,山形県山形市本町のラーメン店「栄屋本店」の初代店主が、夏に冷たいラーメンを食べたいという常連客の要望で開発を始め、試行錯誤の末、1年かけて1952年に完成させたp7 Suzie。
盛岡じゃじゃ麺,盛岡じゃじゃ麺,ご当地,岩手県,盛岡市,岩手県,盛岡市,冒頭の定義文,盛岡じゃじゃ麺（もりおかじゃじゃめん）は、岩手県盛岡市の郷土料理。,岩手県,盛岡市,盛岡じゃじゃ麺（もりおかじゃじゃめん）は、岩手県盛岡市の郷土料理。,"osm(place=city,node:471357225)",2958,,,,発祥がわかる,戦前、現在の中国東北部にあたる旧満州に移住していた後、「白龍（パイロン）」の初代店主が満州時代に味わった炸醤麺を元に、終戦後の盛岡で屋台を開き、盛岡の人の舌にあうようにアレンジをくりかえすうちに、「じゃじゃ麺」としての独特の形が完成したといわれる。
アシタバ,アシタバ,発祥地,東京都,八丈町,東京都,八丈町,都道府県のみ,アシタバ（明日葉、学名: Angelica keiskei）は、セリ科シシウド属の植物。,,,,"osm(place=town,node:1674151142)",2955,本文の読み直し,別名でアシタグサ（明日草）ともよばれ耕作舎 2009 12、野菜としてアシタバが常食される八丈島は、産地として有名なことからハチジョウソウ（八丈草）の名でも呼ばれている小池すみこ 1998 14。,,発祥は特定なし,特産地の八丈島や伊豆諸島では昔から若い茎葉が食べられていたが、高い栄養価と滋養強壮効果が健康野菜として注目されて、市場にも流通するようになった主婦の友社編 2011 231。
魚醤,魚醤,発祥地,石川県,,石川県,,都道府県のみ,魚醤（ぎょしょう）は、魚類または他の魚介類と塩を主な原料にした液体状の調味料。,新潟県,新潟市,しょっからいわし（しょからいわし）新潟市西蒲区の角田浜・越前浜地区名物、イワシの頭と内臓を取ったあと、大量の塩と混ぜて半年以上発酵させた魚醤油。,"osm(奥能登の代表:輪島市,node:762305950)",2946,奥能登の代表(表に当てた),主なものでは、秋田県でしょっつる（塩汁）、奥能登でいしる（魚汁）、香川県でいかなご醤油が製造され、地元を中心に使用されている。,,発祥は特定なし,その起源に関しては、カンボジアのトンレサップ湖付近とみられている。
サーターアンダーギー,サーターアンダーギー,発祥地,沖縄県,,沖縄県,,都道府県のみ,サーターアンダーギーは、沖縄県の揚げ菓子の一種。,,,,"osm(県庁所在地:那覇市,node:567940176)",2922,,,,発祥は特定なし,文献などは特に存在しないが、中国に「開口笑」と呼ばれる類似の菓子があるため、琉球国時代に清から伝わったものと考える事も出来る。
すあま,すあま,発祥地,新潟県,,新潟県,,都道府県のみ,新潟県南魚沼市浦佐など、しんこ餅の名称の菓子を地元の銘菓として売り出している地域もある。,,,,"osm(県庁所在地:新潟市,node:752398625)",2863,,,,由来は未精査,
鰹のタタキ,鰹のタタキ,発祥地,高知県,,高知県,,都道府県のみ,鰹のタタキ（かつおのタタキ）は刺身の一種で、高知県発のカツオを用いた料理。,,,,"osm(県庁所在地:高知市,node:574820566)",2860,,,,発祥は特定なし,漁師のまかない料理から発達した説や、鰹節を作るときに残る部分を皮付きのまま串に刺して焼いたとするカツオ節派生説、土佐藩主・山内一豊が食中毒防止を理由として鰹の刺身を禁じたため表面のみを焼いて焼き魚と称して食べられた、さらに、魚の皮下に居る寄生虫などを殺すためとする説、あるいは明治時代になってから高知に来県した西洋人が、鯨肉を生焼きにしてビーフステーキ代わりにした調理法を鰹に応用した等、様々な説がある。
富山ブラック,富山ブラック,発祥地,富山県,富山市,富山県,富山市,発祥を述べる文,富山ブラック（とやまブラック）は、富山県富山市中心部発祥のご当地ラーメンである。,,,,"osm(place=city,node:762306892)",2782,,,,発祥がわかる,この時は屋台であったが、後に屋号を「大喜」として富山市西町に店を構えた。
落雁,落雁,発祥地,石川県,,石川県,,都道府県のみ,落雁（らくがん）は、米や豆、蕎麦、栗などから作った澱粉質の粉に水飴や砂糖を混ぜて着色し、型に押して固めて乾燥させた“打ちもの”と呼ばれる干菓子である。,,,,"osm(県庁所在地:金沢市,node:303913177)",2730,,,,発祥は特定なし,茶席菓子、供物定番の伝統的な和菓子だが、そのルーツは西アジアから中央アジアと云われている。
よいとまけ,よいとまけ,発祥地,北海道,苫小牧市,北海道,苫小牧市,冒頭の定義文,よいとまけ（）は、北海道苫小牧市の銘菓。,,,,"osm(place=city,node:263097353)",2712,,,,発祥がわかる,苫小牧市の菓子製造会社、小林三星堂（現在の三星の前身）の創業家3代目であった小林正俊は、「苫小牧への気持ちを作品にしたい」との思いから1953年（昭和28年）に「よいとまけ」を考案した。
タカアシガニ,タカアシガニ,発祥地,静岡県,沼津市,静岡県,沼津市,都道府県のみ,タカアシガニ（高脚蟹・学名：Macrocheira kaempferi）は、タカアシガニ科に分類されるカニ。,,,,"osm(place=city,node:763099680)",2702,本文の読み直し,一説では、1960年（昭和35年）に戸田村（現在の沼津市戸田地区）の地元旅館主人が「タカアシガニ料理」を始めたとされている。,戸田村の地元旅館,発祥がわかる,一説では、1960年（昭和35年）に戸田村（現在の沼津市戸田地区）の地元旅館主人が「タカアシガニ料理」を始めたとされている。
旭川ラーメン,旭川ラーメン,発祥地,北海道,旭川市,北海道,旭川市,都道府県のみ,旭川ラーメン（あさひかわラーメン）とは、北海道旭川市で提供されているご当地ラーメンである。,,,,"osm(place=city,node:184366763)",2696,本文の読み直し,旭川ラーメン（あさひかわラーメン）とは、北海道旭川市で提供されているご当地ラーメンである。,,発祥は特定なし,旭川ラーメンの始まりには諸説ある。
